x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
0,0,567,7945,90513,517794,1897393,4323780,6759181,6976098,5090999,2663423,1028864,297587,62615,9061,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,209,7940,80756,475644,1765569,4080044,6294105,6569323,4841975,2710245,1378565,831874,607415,419887,239829,122698,58007,24820,20161,6964,6344,2939,343,704,728,377,394,0,0,0,0,0,0,0,0,0,0,0
0,0,287,7764,71058,449265,1646452,3795567,5941629,6219329,4614367,2700349,1609715,1283039,1086913,815543,492124,235278,136622,87150,62460,37745,19661,13128,7845,2835,1116,753,389,0,0,0,0,0,0,0,0,0,0,0
0,62,145,6501,74699,423236,1555040,3586836,5521233,5792648,4389867,2732455,1873150,1673317,1534467,1122090,700489,376133,260993,204071,126784,82391,38623,25709,15746,10622,10639,4551,2730,0,412,0,0,0,0,0,0,0,0,0
0,0,206,6543,64605,387099,1466213,3338189,5225335,5488138,4133607,2722966,2043474,2009978,1888145,1423561,900051,531586,393278,317446,235454,149544,83381,50150,32136,25505,19761,8343,3918,1613,838,0,0,0,0,0,0,0,0,0
0,0,342,5900,61400,368501,1354787,3146125,4866397,5137883,3953638,2690917,2248885,2308704,2175826,1734975,1071391,692653,541531,444295,358005,215565,134059,80044,69070,50362,30093,15535,5489,2425,414,852,0,0,0,0,0,0,0,0
0,0,270,5623,56284,350229,1271703,2962528,4528804,4839748,3748399,2696293,2372818,2581363,2444861,1907890,1224427,853414,723305,597575,468099,323368,206732,128257,104065,76614,49127,24657,12916,4427,831,854,0,0,0,0,0,0,0,0
0,0,352,5149,54507,331687,1178873,2791266,4231232,4523035,3554797,2618922,2521079,2791817,2699257,2120685,1418102,1021856,896408,754037,593039,388389,258043,187995,144537,131786,95732,42420,19568,7688,2093,431,0,0,0,0,0,0,0,0
0,0,144,6081,52976,304184,1113556,2587424,3984449,4262019,3397116,2572015,2594767,2985703,2904490,2301622,1561828,1149014,1036010,917388,724114,486426,335535,267450,225747,166277,109726,71266,32875,12910,3753,1713,0,0,0,0,0,0,0,0
0,57,287,5029,50221,281385,1027176,2429245,3751906,4002537,3245073,2546320,2636869,3097111,3047881,2419609,1699872,1298279,1227517,1145715,857513,578886,436806,339655,287956,237654,169024,97422,40293,17341,3331,863,870,0,0,0,0,0,0,0
0,0,217,3850,48162,262651,971060,2279541,3527319,3738289,3077534,2454970,2722418,3193037,3174873,2574090,1797683,1450760,1425733,1281847,1001713,700543,513692,428861,398488,302482,216053,142192,59157,23416,7065,1284,0,0,0,0,0,0,0,0
0,0,215,2898,39989,245467,920320,2123021,3308181,3562931,2848813,2452032,2747800,3278841,3260410,2614468,1899383,1631965,1607234,1463513,1151493,812893,621123,531053,471097,379774,298937,178970,88045,33870,8316,2135,0,0,0,0,0,0,0,0
0,0,141,4636,36045,245434,843863,2012636,3097903,3339069,2761196,2362188,2764677,3325463,3381472,2666944,2019437,1723116,1712904,1601814,1297304,948700,721616,618086,583930,521011,366461,211151,106427,40362,14150,3405,880,0,0,0,0,0,0,0
0,0,288,3651,36861,230357,791110,1900199,2878604,3168687,2628343,2269883,2743912,3363299,3406614,2804721,2123442,1875631,1897623,1787824,1417676,1044476,815582,716706,692762,586940,430084,261582,137260,49267,17869,1717,1323,0,0,0,0,0,0,0
0,0,208,3912,35365,201879,739075,1758769,2711156,2951200,2463892,2269549,2752819,3439115,3434011,2902485,2144147,1966432,2027676,1926471,1569302,1172655,922676,858708,822602,680720,532138,349617,179334,54889,18276,4718,2200,0,466,0,0,0,0,0
0,0,72,3401,30709,185877,691743,1629386,2549951,2759776,2352110,2198131,2728965,3497452,3457124,2866356,2267566,2070176,2162848,2081705,1712400,1271627,1043487,956550,925547,850638,674667,405905,202376,79529,29921,9426,435,0,0,0,0,0,0,0
0,0,73,3052,29606,183759,661791,1534111,2383593,2586941,2193773,2150074,2724054,3425081,3465778,2885528,2346836,2191917,2354053,2233062,1790987,1345125,1132983,1095203,1080394,1003987,760057,489957,250437,92964,31172,6409,1757,0,0,0,0,0,0,0
0,0,72,2224,27110,166375,616177,1436288,2261499,2436325,2108551,2087842,2689369,3437510,3417949,2923854,2368559,2282278,2441331,2321136,1894518,1483868,1279872,1216762,1202559,1102093,911325,564478,302795,118240,40691,7687,1330,454,0,0,0,0,0,0
0,0,134,2068,27900,157288,583752,1358039,2116452,2267649,2012379,1986035,2629834,3333120,3459708,2886528,2359362,2382036,2575633,2445999,2031094,1612019,1420783,1372026,1402574,1306976,1021084,686465,341201,123507,41992,7721,2198,456,0,0,0,0,0,0
0,0,285,3564,24130,144728,554816,1263253,1964979,2150872,1885977,1961397,2615696,3346403,3419297,2855257,2425162,2480037,2662653,2584496,2123559,1645485,1513368,1482514,1565069,1443890,1156781,766125,364917,163049,44062,11549,1760,0,0,0,0,0,0,0
0,0,285,2698,24161,142769,516451,1202590,1859335,2004457,1797686,1878148,2537262,3251087,3363574,2881940,2454872,2509033,2751366,2617564,2244336,1748924,1608336,1664473,1731443,1669574,1321047,867272,484461,185686,53168,12837,3532,909,0,0,0,0,0,0
0,0,66,2900,21791,130130,479550,1111332,1741573,1864260,1736435,1844531,2457454,3240671,3291968,2858200,2516033,2520125,2767996,2820317,2329104,1873201,1743147,1794310,1916644,1802239,1436345,1000639,501680,224977,64423,15000,3075,0,0,0,0,0,0,0
0,0,0,1824,21690,121385,464072,1061827,1636358,1745311,1606115,1743253,2453164,3176214,3229691,2886322,2429990,2551355,2931643,2801330,2417803,1960955,1828312,1880124,2085658,2039147,1685138,1144246,600022,226101,80730,20079,4852,457,0,0,0,0,0,0
0,0,290,1569,20648,113314,427014,991251,1513706,1674008,1513985,1662623,2371913,3110445,3244259,2836405,2472482,2623484,2928608,2943031,2474146,2058385,1918881,2053544,2208382,2186791,1882209,1245126,656280,273715,96070,21856,2637,907,0,0,0,0,0,0
0,0,293,1495,18924,110650,382460,945352,1431892,1573414,1461358,1598519,2320367,3056878,3122025,2728334,2462743,2636080,3070673,2989720,2504392,2166498,2028796,2160564,2450011,2405669,1997118,1408458,749803,316396,83182,19730,9229,451,0,0,0,0,0,0
0,0,0,1146,15625,100304,380255,857103,1340987,1488298,1367465,1566778,2252777,2942344,3086273,2710264,2522430,2660139,3028179,2985843,2567831,2176493,2191901,2376799,2638982,2614920,2219473,1546204,808704,331755,104364,20573,4863,454,462,0,0,0,0,0
0,0,0,1421,15858,93742,350287,797680,1232148,1380758,1286313,1497003,2203029,2887735,3002844,2654363,2405681,2731887,3123485,3082010,2717770,2288603,2241714,2467719,2798598,2850294,2473841,1643306,896145,367642,115108,26070,5281,1358,0,0,0,0,0,0
0,0,138,1323,15161,88545,315967,758439,1185269,1291728,1232610,1438978,2114459,2829050,2936337,2597679,2414634,2709426,3117193,3097579,2719386,2316551,2347781,2678674,2955976,3045869,2695104,1801690,992844,420605,124833,29555,5292,1814,0,0,0,0,0,0
0,0,0,1391,12490,83597,299292,716854,1122446,1221810,1172128,1393650,2053533,2728941,2882858,2513144,2395157,2696450,3136620,3106949,2697295,2422449,2431934,2783415,3126441,3239338,2889682,2019191,1097742,488867,140066,39007,7464,912,0,0,0,0,0,0
0,0,71,1485,12465,76223,284308,675918,1046090,1136715,1109805,1332398,1974329,2636957,2722100,2479057,2376437,2724636,3096887,3151320,2782001,2446187,2559070,2955054,3344517,3530830,3043185,2207048,1214414,498241,153938,34257,9690,899,0,0,0,0,0,0
0,0,0,1000,10874,70061,271891,620587,966936,1083232,1054626,1301693,1925082,2531717,2690573,2440291,2345987,2706891,3129885,3217466,2813103,2474878,2574098,3031338,3528907,3694416,3319944,2357553,1237032,572105,166821,50459,7932,2262,0,0,0,0,0,0
0,0,0,1411,11919,68527,245902,593288,911049,1004652,976622,1239519,1889197,2484525,2575830,2359343,2317315,2696704,3159164,3192264,2833784,2543142,2595868,3194051,3710365,3957810,3560964,2483401,1373539,604954,191041,36335,7494,0,935,0,0,0,0,0
0,0,67,1076,9585,64209,232097,584648,868122,938855,908372,1171936,1804664,2372496,2543474,2278112,2271011,2671618,3123855,3188951,2830644,2582670,2716842,3296764,3919304,4206938,3748689,2682037,1530802,616403,213809,52225,6608,1809,0,0,0,0,0,0
0,0,66,969,9941,59831,218406,514629,792468,887297,874142,1135587,1710989,2326668,2471727,2237603,2203746,2658989,3173073,3193210,2825726,2583101,2815847,3404258,4097222,4434967,4006487,2882770,1605026,660175,204199,56912,12783,908,462,0,0,0,0,0
0,0,146,882,9173,63083,206478,494911,773864,832105,833664,1073881,1680218,2235553,2377524,2210759,2177066,2639192,3150882,3179284,2799842,2612913,2801260,3479207,4229557,4620129,4217810,3139475,1666739,737272,234842,58656,8810,3196,468,0,0,0,0,0
0,0,0,578,7563,51792,194751,439726,694773,778474,802777,1009592,1637623,2155404,2297522,2112829,2218127,2636320,3068654,3164540,2846332,2635343,2908624,3580944,4348627,4857341,4512111,3266429,1874824,781570,248386,60373,11856,909,0,0,0,0,0,0
0,0,0,904,7452,47334,176359,432603,658905,727849,774815,999462,1560649,2064683,2195515,2091346,2091696,2623743,3089208,3144457,2817232,2647013,2906427,3703398,4455450,5116703,4756386,3482011,1980804,829478,253746,72291,14058,1821,0,0,0,0,0,0
0,0,0,569,8191,47285,176708,391679,617907,697220,698470,933583,1511260,2044422,2120846,1965490,2063107,2556572,3009723,3052386,2811167,2615118,3015625,3776731,4768462,5387126,5069782,3703675,2036940,863635,296539,68490,11894,2708,463,0,0,0,0,0
0,0,0,937,6881,44199,161009,370285,581350,649499,682897,892584,1419381,1930914,2094417,1938176,2012165,2464847,2989005,3103338,2794335,2632142,3044010,3896103,4859887,5633700,5259074,3917367,2191652,893300,288463,74081,18924,1801,463,0,0,0,0,0
0,0,0,330,5586,39776,154461,356424,536567,610981,629284,857345,1387019,1868506,2010053,1870727,1958588,2458179,2951223,3061327,2749739,2657585,3075160,3921047,5042487,5850128,5470533,4155105,2278486,988467,317774,81732,16725,1358,466,0,0,0,0,0
0,0,0,573,5868,38688,139397,327316,495376,578562,598664,822621,1285133,1765119,1903856,1811471,1902752,2432140,2933079,3073619,2798222,2648806,3122768,4012543,5176974,5988780,5865925,4268953,2440321,1044482,352256,83482,17178,2272,0,0,0,0,0,0
0,0,69,728,8072,36855,137872,303070,481282,522942,572683,787258,1272686,1717445,1824180,1771105,1910945,2350731,2842415,2949307,2733471,2680728,3158900,4065672,5403171,6227549,5956740,4521960,2572706,1114061,343564,95026,16747,1803,0,0,0,0,0,0
0,0,70,834,5779,35380,119137,282244,443754,512327,547030,763731,1219967,1680574,1769377,1682294,1876494,2308913,2796987,2905198,2698150,2645867,3083200,4240289,5440126,6430280,6229177,4744443,2731371,1151150,389423,99345,17174,3624,931,0,0,0,0,0
0,0,73,330,5474,31961,120691,274223,419736,497211,514618,717608,1165558,1555582,1680027,1627884,1793602,2273244,2803808,2840853,2632493,2672929,3158837,4226249,5667103,6749323,6515885,4955915,2723644,1204679,370535,103656,21125,5890,469,0,0,0,0,0
0,0,0,672,4809,32363,109653,262124,391865,445195,486666,697797,1102927,1528030,1631733,1543140,1722299,2237641,2736771,2839843,2624776,2625420,3179967,4204871,5799040,6929660,6741425,5204857,2946303,1245530,400615,107926,18524,2255,0,0,0,0,0,0
0,0,147,749,5012,25469,102234,236144,369316,420519,450528,652550,1068825,1442614,1562261,1530340,1705645,2178865,2637504,2776977,2600523,2629904,3158386,4298485,5881840,7185051,7096482,5376952,3051117,1291529,431659,100182,23325,4966,0,0,0,0,0,0
0,0,66,664,4629,26271,97359,224086,334374,400144,433160,614115,1026828,1355459,1528104,1486669,1673746,2132827,2633203,2710739,2540508,2614114,3160829,4400538,6067640,7322445,7270791,5486038,3186160,1385858,440861,109225,20743,2730,1395,0,0,0,0,0
0,0,0,659,3601,22688,90489,204367,323731,361186,404607,599491,958552,1333570,1408602,1398721,1606157,2090344,2582644,2657853,2531874,2530384,3160329,4488504,6129245,7599411,7604921,5768543,3296622,1406620,485726,126659,21554,1816,461,0,0,0,0,0
0,0,0,660,3699,20698,77819,198861,302570,361489,383994,561484,932209,1282433,1423430,1329790,1574352,2005936,2510163,2627314,2456298,2514746,3178411,4474974,6220135,7728027,7845700,5953963,3456594,1496137,486676,116909,28191,4981,0,0,0,0,0,0
0,0,0,240,3248,22023,76858,189306,292806,340992,374173,528030,880617,1238101,1330794,1330930,1513595,1970717,2402502,2541325,2429938,2515886,3165365,4462088,6423994,7978377,7971196,6196612,3555598,1539724,499725,125967,29078,4512,1397,0,0,0,0,0
0,0,0,168,3879,19891,77073,170517,266965,302767,339720,506788,861429,1177064,1274318,1282395,1454623,1888843,2364858,2515490,2385154,2493102,3161596,4483292,6492093,8143533,8365158,6408509,3652479,1620005,507908,130147,21592,2262,464,0,0,0,0,0
0,0,0,247,3157,17281,65145,171331,259591,281443,344783,475867,840214,1097592,1208106,1179809,1425014,1834691,2284261,2433823,2326281,2488507,3121273,4585234,6587139,8338832,8531683,6640331,3837634,1671701,573105,135340,25523,5445,468,0,0,0,0,0
0,0,0,170,3843,17959,64016,153223,231545,262982,307318,456870,782404,1086482,1164561,1167271,1343195,1834925,2239984,2407446,2308099,2445386,3134381,4609972,6664031,8523898,8734179,6891076,3894979,1663348,555424,145612,27747,4523,468,0,0,0,0,0
0,0,0,330,2830,15674,56761,137156,219474,254203,288857,465397,727349,1038630,1131488,1134277,1305641,1756980,2220118,2329122,2237117,2378611,3152984,4612668,6751845,8702867,8987293,7007904,4036635,1748640,584357,159689,32204,3622,937,0,0,0,0,0
0,0,0,328,2979,15015,56129,129661,212361,250712,268121,403850,682151,960733,1059616,1075295,1266696,1700119,2150860,2262170,2164935,2394081,3132188,4658181,6842038,8925751,9256205,7257578,4191177,1833083,562565,153674,30820,4963,924,0,0,0,0,0
0,0,0,339,2656,13183,54509,122368,194732,226675,247000,393755,661770,914803,1038739,1044200,1230117,1644890,2106097,2199029,2113198,2337442,3085335,4623873,7039539,9101439,9475960,7412336,4312588,1847745,586614,163536,26862,4515,469,0,0,0,0,0
0,0,0,82,2191,10806,49858,115675,180952,213480,249384,370805,655525,864215,965581,1013941,1211261,1636339,1993425,2147700,2107233,2295984,2991438,4685085,7083338,9270966,9663664,7559892,4498595,1899570,602564,165282,26432,3159,1855,0,0,0,0,0
0,0,0,87,2086,13366,45094,115820,169147,192994,232895,351594,632913,837205,910487,952020,1149101,1576080,1953652,2136446,2058070,2255801,3034210,4668412,7074859,9469620,9889084,7731775,4585756,1968858,643436,163417,31232,7692,0,0,0,0,0,0
0,0,0,237,1611,11082,42590,100428,153515,184121,218761,342438,593780,796789,904530,932008,1094152,1509671,1879421,2014724,1946437,2231060,2966546,4733857,7139239,9658437,10035327,8090301,4692100,2049000,680911,164320,40488,5888,1392,0,0,0,0,0
0,0,0,154,1972,10032,36593,90671,149373,189905,207581,330941,569841,800771,845042,901980,1065159,1461293,1867205,1981833,1936579,2151781,2941193,4652825,7268529,9776217,10330531,8124211,4767351,2083723,677380,167023,33881,7679,461,0,0,0,0,0
0,0,0,167,2201,12191,34724,87881,136430,157645,193294,314008,542598,737509,820497,846290,1065061,1416974,1774630,1894825,1880027,2129724,2946711,4645872,7260840,10036057,10474549,8394908,4909850,2148790,691891,182867,31699,4510,464,0,0,0,0,0
0,0,0,84,1246,10131,37216,80842,130752,158730,186524,296754,516174,687361,779384,801850,992956,1371240,1670867,1835678,1855408,2081539,2910314,4635866,7331439,10175735,10786027,8485940,5077348,2244127,736935,180060,28606,6325,1385,0,0,0,0,0
0,0,0,163,1408,8304,35594,82207,127303,136427,176164,274771,478041,666470,760852,765750,961713,1319731,1678592,1833085,1819086,2048770,2865407,4683609,7436830,10240657,10851149,8738390,5107886,2247822,741985,187471,33493,5455,1396,0,0,0,0,0
0,0,0,76,1139,7069,31637,69307,114898,142970,158742,262313,455298,639332,693559,748064,903290,1291871,1604864,1768111,1759329,1986395,2854873,4671483,7546651,10451018,11094754,8905202,5229138,2244726,751406,187060,38764,4078,926,0,0,0,0,0
0,0,0,164,1219,7330,30815,69288,112394,130041,158376,240153,437209,629826,668465,714470,896534,1255308,1591526,1674694,1681847,1959447,2802710,4633655,7517607,10468278,11269741,9083256,5385489,2401779,780805,206213,39188,3608,925,0,0,0,0,0
0,0,0,83,1343,8151,28274,64426,102051,115807,141342,247010,414688,580548,640248,671497,855792,1187937,1518999,1617019,1688563,1914690,2739827,4659587,7698776,10585664,11505801,9213205,5446933,2423569,812168,196175,39230,5434,0,0,0,0,0,0
0,0,0,162,1402,5894,25159,60470,91653,112858,136839,223320,408889,544447,597127,673040,813368,1163829,1458144,1569597,1598866,1844581,2722477,4642968,7624090,10778864,11777734,9347497,5620020,2489046,804339,207566,34836,5885,2326,0,0,0,0,0
0,0,0,0,942,6946,26660,59141,100717,114926,135024,217746,383949,508117,579653,618144,787620,1110705,1454411,1523930,1560044,1824054,2698300,4624986,7646971,10884754,11891430,9493094,5764218,2495308,791022,198962,42669,6342,470,0,0,0,0,0
0,0,0,79,1695,6068,22120,53806,79698,105718,117849,201513,362619,500463,565822,585353,760694,1060361,1380422,1464908,1508116,1807101,2634117,4535471,7665279,11084533,12116375,9820549,5727036,2560653,860921,206337,42730,6769,1401,0,0,0,0,0
0,0,0,85,1115,5453,19569,50385,79798,92152,112209,195275,324721,471621,537013,571309,725461,1020809,1339084,1398809,1496020,1788510,2659714,4577280,7863550,11146604,12168259,9741009,5961849,2576711,859120,214992,41387,4981,919,0,0,0,0,0
0,0,0,0,856,4667,21427,43580,68277,91167,112241,172664,308770,441349,500047,541354,707845,1002423,1265410,1361429,1436416,1704509,2600846,4576160,7837111,11300912,12362667,10097680,5963185,2622028,887509,214513,41819,4530,0,0,0,0,0,0
0,0,0,85,762,5644,18498,44805,69339,83336,103865,174589,313176,416809,477111,508273,670521,990021,1191755,1320605,1369461,1694015,2590469,4499251,7830260,11443489,12453624,10245525,6064676,2686804,914773,241108,46259,10832,1399,0,0,0,0,0
0,0,0,0,471,5210,17334,38672,61047,74808,98312,157724,295728,415587,446553,496938,621003,939401,1199146,1310272,1332942,1654838,2522552,4481073,7867598,11599273,12690030,10296765,6145059,2738433,875440,235463,38799,7675,2800,0,0,0,0,0
0,0,0,82,944,3715,17300,40373,64525,66772,90013,159002,288642,377835,442926,477620,609982,898540,1152121,1245425,1279385,1545875,2457627,4456422,7965050,11704173,12871487,10419343,6263921,2779179,899307,215434,40056,6803,930,0,0,0,0,0
0,0,0,163,570,3503,14755,40120,59177,65214,88708,151464,255038,363693,430395,465386,583566,848981,1099048,1225106,1224369,1544114,2468551,4457002,7883962,11702268,12917979,10643433,6427878,2823793,950581,245420,47588,8584,467,0,0,0,0,0
0,0,0,0,673,4367,13074,35528,55008,64074,84967,141899,259630,352755,381803,443206,569991,837830,1085184,1158636,1196398,1507617,2402930,4434888,7963370,11675426,13094399,10801872,6479381,2875453,984088,243594,44471,10860,1862,0,0,0,0,0
0,0,0,169,565,3742,13754,30601,53746,61807,78839,134234,235962,325596,371106,417816,531282,779538,1011443,1122428,1171967,1479128,2361052,4414209,8018337,11907901,13309757,10897886,6523927,2893290,942123,247347,43099,8607,0,0,0,0,0,0
0,0,0,0,849,2580,10465,25498,48294,54815,74009,138747,225863,300986,351393,408312,516703,764091,988198,1089280,1128153,1413791,2238221,4432268,8091035,11903700,13476324,10994836,6643379,2960036,993754,239301,51027,4077,922,948,0,0,0,0
0,0,0,0,575,2549,13149,24080,48224,56353,64866,119998,214052,315121,325974,366442,512733,717079,952610,1051067,1117320,1399143,2271255,4367528,8050611,11892315,13605899,11200369,6737774,2983844,1003569,250797,44875,4501,1396,0,0,0,0,0
0,0,0,0,663,2871,11538,28321,45394,54429,66649,113961,190899,295134,319801,355418,491988,713326,918082,1003982,1034714,1375369,2231978,4385228,8010941,12053233,13715745,11221192,6802405,3064591,1019477,273103,50647,5860,0,0,0,0,0,0
0,0,0,84,482,3088,10827,25515,37758,48538,56853,109363,186595,267655,313148,331259,465233,694479,912693,946333,1016524,1331524,2205209,4294361,7989156,12251947,13865453,11434457,6845837,3015279,1018061,267078,58127,9017,929,954,0,0,0,0
0,0,0,86,475,1282,9456,22667,36751,43813,54748,96103,185908,245869,307037,326803,434204,654340,811856,943430,994166,1285122,2159578,4288445,8115946,12377115,13908626,11435294,6954241,3108813,1045884,267696,53700,6793,1872,0,0,0,0,0
0,0,0,0,366,2381,9431,22044,36027,41801,50695,98776,170256,261960,296784,309351,440572,630638,812428,896846,971497,1268026,2123820,4194966,8161393,12257218,13970937,11679520,7038822,3180235,1037843,254197,36522,9074,461,0,0,0,0,0
0,0,0,84,382,4181,10097,21618,30294,41209,50941,91594,170115,223526,265363,294310,409430,601710,777708,845633,918449,1196027,2072559,4198410,8129608,12468637,14204819,11712726,7082303,3220755,1065418,275758,48476,8572,464,476,0,0,0,0
0,0,0,0,374,2558,7003,19377,32564,42741,46588,91858,157481,212326,259279,298094,366061,580695,739391,821147,914710,1184831,2019960,4184583,8107066,12416814,14448644,11832707,7160638,3210561,1069204,253423,63017,6761,1397,0,0,0,0,0
0,0,0,0,390,2900,5481,16755,28870,33379,43692,82445,143502,215938,236690,267546,369209,551595,703572,797188,850315,1120547,1982302,4113767,8138161,12686112,14451017,11965525,7312353,3188629,1072893,263386,57621,8168,0,480,0,0,0,0
0,0,0,0,558,1809,6805,18549,24431,31904,45286,84598,144556,203941,234628,268514,366310,507947,666583,765290,816287,1084490,1983664,4173471,8122523,12617504,14407496,12172517,7312226,3288413,1087328,293481,56828,12227,458,474,0,0,0,0
0,0,0,0,382,1934,7111,13860,23972,32519,39259,72897,140828,190926,212204,237774,344754,513075,645458,731099,781171,1066546,1939433,4046269,8153740,12694390,14615419,12226856,7452726,3303765,1100977,284789,57753,7695,2793,0,0,0,0,0
0,0,0,0,284,1613,5803,13950,22431,25974,38055,72415,124323,169225,203376,231009,332773,479711,631844,689963,766627,1035648,1892223,4003931,8080822,12912312,14746070,12250916,7586998,3300996,1092096,291042,55004,15846,461,0,0,0,0,0
0,0,0,0,476,1585,5541,15996,21952,27541,33795,69930,116854,165673,195260,232605,342748,458643,595601,665206,739721,989954,1847538,4108870,8111185,12788557,14832838,12353014,7492257,3432035,1150256,287831,52368,7233,934,0,0,0,0,0
0,0,0,0,272,1926,6387,12292,21802,25776,33459,58959,114709,155068,183460,205805,283596,471881,587362,640924,714315,968457,1888048,3962837,8124403,12934164,14968542,12369056,7639604,3398794,1123150,286033,59908,10841,463,0,0,0,0,0
0,0,0,0,748,1475,4845,13029,18258,24436,33018,59126,116213,151438,165329,192686,277695,425840,561757,613579,687964,959312,1732566,3947125,8150360,13030393,14944530,12614536,7654478,3499743,1151898,277906,50626,9512,1395,0,0,0,0,0
0,0,0,0,0,1060,4948,13369,20822,22301,29581,52942,110940,148009,162160,186850,272062,421550,548639,610954,671787,907376,1735156,3881515,8126603,13002458,15143529,12643411,7743668,3490337,1111977,303505,60315,9495,929,0,0,0,0,0
0,0,0,83,86,764,4284,9627,16232,18885,26855,52390,98433,133680,164387,180034,267679,381557,511356,554322,622095,891200,1663702,3988620,8087623,13015372,15230175,12853102,7797118,3487785,1139424,309487,54600,7677,1860,0,0,0,0,0
0,0,0,79,0,1373,4515,9388,15505,20568,29635,50504,95249,135125,147907,175305,247199,373095,483895,560951,609331,834034,1680576,3833206,8150430,13043284,15292436,12901332,7885016,3518100,1177540,303535,56882,8142,1389,0,0,0,0,0
0,0,0,0,0,1463,2745,10596,16586,18186,28939,49569,89942,129612,148853,162680,249860,353742,453324,520035,590845,835467,1659155,3838555,8023735,13034818,15567634,12998007,7875005,3494160,1187716,304397,66048,7699,926,0,0,0,0,0
0,0,0,0,92,1288,3657,7880,14867,18039,25573,45780,78850,117617,137425,151942,226401,341082,433114,508829,545178,777746,1634516,3817129,8084880,13094889,15554974,13069795,7933307,3600101,1235295,312026,55488,8175,1401,0,0,0,0,0
0,0,0,0,174,651,4858,7468,13628,16105,23212,42344,81987,111308,128023,157376,224717,313949,448961,470926,558191,784419,1584670,3852604,8056687,13217062,15491071,13075421,8001464,3632306,1189464,310308,65236,9942,0,0,0,0,0,0
0,0,0,0,0,858,4044,8905,11851,14143,21743,39468,76358,108633,121486,143130,203059,326570,410298,453574,523013,784619,1592147,3758175,8132696,13200937,15541967,13199277,8007291,3637621,1242839,319065,60831,11311,1870,0,0,0,0,0
0,0,0,0,96,848,2584,8206,10872,13795,20204,37727,68629,100197,117400,129994,198544,310466,402297,462758,514307,755163,1528076,3732781,8065360,13287084,15644961,13281964,8110588,3637410,1195605,306701,59859,14090,1381,0,0,0,0,0
0,0,0,86,280,1605,2973,6136,8982,13649,17495,37579,56276,98257,107984,134947,192994,280751,402818,428943,477310,715316,1503743,3669352,8031273,13344153,15698109,13362658,8148861,3719217,1268385,315812,67846,11357,1397,0,0,0,0,0
